citizenid,employment_status,annual_income
11414,Private Job,47318.0
31898,Private Job,56708.2
66580,Private Job,31971.36
58147,Private Job,152773.56
21633,Private Job,68461.02
85259,Self-Employed,79589.16
23367,Private Job,73212.77
91973,Private Job,54668.7
52627,Private Job,25503.18
92429,Self-Employed,52827.47
90450,Private Job,32549.96
32293,Private Job,70263.53
68198,Private Job,32745.56
54682,Government Job,32514.45
66359,Self-Employed,56294.03
73903,Private Job,39702.45
64599,Private Job,39730.06
33945,Private Job,83536.41
84583,Private Job,42935.45
86149,Private Job,81077.74
26851,Private Job,39187.39
40336,Private Job,79803.35
89407,Self-Employed,37411.19
44504,Private Job,35659.59
80699,Private Job,41934.72
47885,Private Job,50722.62
84346,Private Job,37728.48
53529,Private Job,62597.39
45850,Private Job,53560.81
23948,Government Job,57871.59
56011,Self-Employed,65544.37
91669,Government Job,53179.93
34639,Private Job,30759.53
19355,Self-Employed,46559.99
60505,Private Job,56586.56
94380,Private Job,35914.93
92139,Private Job,55058.45
15790,Private Job,32518.12
76638,Self-Employed,46493.44
92995,Private Job,76171.44
36773,Private Job,27865.01
27582,Private Job,135926.54
90527,Government Job,27224.82
14577,Government Job,49351.11
18964,Private Job,80788.82
95649,Private Job,62483.01
85265,Government Job,66917.09
15894,Private Job,167495.72
27479,Private Job,58950.76
16072,Private Job,72284.14
70471,Private Job,49865.3
28943,Private Job,70691.85
48833,Private Job,81985.86
40590,Private Job,46044.51
49087,Self-Employed,50051.18
24518,Private Job,35677.74
85105,Private Job,32181.97
23202,Private Job,70730.12
13298,Private Job,60874.56
56131,Private Job,68667.15
89055,Self-Employed,35255.37
46172,Private Job,71187.02
89475,Private Job,44151.73
46796,Private Job,62811.28
66080,Private Job,76698.21
43999,Self-Employed,62539.56
72121,Private Job,35451.18
65127,Self-Employed,55504.22
42781,Self-Employed,40438.74
67133,Private Job,58722.9
32952,Private Job,29820.95
53719,Private Job,13158.9
15317,Self-Employed,84928.3
19750,Private Job,62839.99
37288,Private Job,48279.79
96639,Private Job,46037.79
51395,Private Job,60437.61
37252,Self-Employed,65999.56
61775,Private Job,39299.17
57869,Private Job,58608.26
76588,Private Job,77264.96
59379,Private Job,74429.58
39857,Private Job,36254.68
36068,Private Job,48376.88
44848,Private Job,73238.05
41120,Private Job,43857.4
73871,Private Job,71897.1
65425,Private Job,68266.5
27292,Self-Employed,36147.33
93105,Self-Employed,67508.34
52989,Private Job,76071.81
35758,Private Job,152991.22
31809,Self-Employed,80337.07
10953,Private Job,39939.5
19995,Self-Employed,85810.6
32082,Self-Employed,54907.73
84405,Private Job,40342.0
97767,Private Job,69034.24
67004,Private Job,127877.38
58842,Private Job,68488.49
69349,Self-Employed,62466.75
23434,Self-Employed,33833.58
73597,Private Job,26949.5
72143,Private Job,69855.42
23228,Private Job,46295.06
87508,Private Job,30958.85
76218,Private Job,81800.42
32965,Self-Employed,81502.84
87253,Private Job,64179.47
68999,Private Job,39807.64
63748,Private Job,85063.19
12863,Private Job,39704.39
84461,Private Job,25648.62
82877,Private Job,79870.92
66040,Private Job,139495.79
23818,Government Job,36964.59
62898,Private Job,63415.52
18607,Private Job,39539.15
70440,Self-Employed,138597.99
73157,Self-Employed,52259.82
53046,Private Job,49586.48
18994,Private Job,47872.42
61625,Self-Employed,44387.28
28826,Private Job,25928.33
83759,Private Job,38091.7
51939,Private Job,85643.44
55780,Private Job,25472.67
56890,Private Job,29384.89
25587,Private Job,26970.44
81034,Government Job,56357.69
63477,Self-Employed,27248.84
47829,Self-Employed,57726.43
42561,Private Job,44909.88
62567,Private Job,78539.63
48288,Government Job,46896.66
49118,Private Job,75011.29
63558,Private Job,67976.7
18148,Private Job,84140.53
75331,Private Job,51992.71
22354,Private Job,83238.54
45724,Private Job,64447.52
10489,Self-Employed,48345.52
94751,Private Job,54884.43
58730,Self-Employed,69547.84
15783,Self-Employed,78985.41
59081,Private Job,49758.53
78198,Government Job,82519.04
51987,Private Job,54178.8
40696,Private Job,71993.06
20344,Private Job,148206.5
21639,Private Job,80365.21
26412,Private Job,38412.9
25898,Private Job,37256.31
83110,Private Job,66596.1
70588,Private Job,63560.99
15007,Private Job,75532.39
58333,Private Job,58028.77
18870,Private Job,69323.1
74497,Self-Employed,35372.15
67515,Private Job,58264.92
47923,Government Job,157702.84
60190,Private Job,25623.45
52869,Private Job,66597.99
95304,Private Job,84206.18
34499,Private Job,35701.74
63231,Self-Employed,33335.65
79142,Private Job,53887.86
36769,Private Job,52230.12
67422,Private Job,52011.68
75513,Private Job,42716.35
92525,Government Job,33431.44
61780,Private Job,81295.2
38089,Self-Employed,46265.98
87234,Private Job,49842.08
64683,Private Job,50706.34
62217,Private Job,32797.57
33506,Private Job,37075.9
11791,Self-Employed,122157.83
29135,Private Job,25782.69
35023,Private Job,55336.78
45889,Self-Employed,158027.36
17891,Private Job,58810.59
59433,Private Job,38024.49
71225,Private Job,50802.69
27141,Private Job,67153.26
63069,Private Job,40815.36
31656,Private Job,47399.73
23245,Self-Employed,67949.75
38157,Private Job,61404.25
59933,Self-Employed,55876.81
49990,Private Job,77960.22
76058,Private Job,29293.14
37545,Government Job,112353.48
46034,Self-Employed,57090.54
96628,Private Job,67684.42
21919,Private Job,41844.91
42043,Government Job,42546.25
37110,Self-Employed,55412.67
37999,Self-Employed,45796.32
36368,Private Job,50855.72
66415,Private Job,67152.08
53360,Private Job,47746.23
49537,Self-Employed,26676.9
27595,Private Job,30684.72
23525,Private Job,55850.16
56373,Self-Employed,82042.49
21949,Private Job,42407.11
78923,Government Job,26455.96
78191,Private Job,74647.09
14080,Private Job,72082.8
34221,Private Job,78134.99
75244,Private Job,53437.39
70781,Private Job,29616.72
85597,Private Job,34015.28
71802,Private Job,83583.6
46560,Self-Employed,77218.41
73998,Private Job,62009.33
41168,Private Job,121677.56
43676,Private Job,28160.08
88358,Private Job,29065.35
35369,Self-Employed,36171.84
78399,Private Job,65184.1
47547,Private Job,84341.04
27005,Self-Employed,60341.23
71864,Private Job,121055.73
35626,Private Job,76118.73
50625,Self-Employed,71720.51
74319,Government Job,40987.91
23768,Private Job,60564.53
89925,Private Job,68149.81
65887,Self-Employed,44656.31
89326,Private Job,62255.32
93683,Government Job,32893.01
55442,Self-Employed,73847.1
73940,Private Job,43958.75
42385,Private Job,43587.5
25776,Private Job,69500.66
26407,Private Job,93643.54
67708,Private Job,72852.02
97979,Self-Employed,69532.93
15218,Private Job,45290.5
85243,Private Job,81150.05
47875,Government Job,61301.85
48089,Private Job,46928.48
15672,Private Job,46143.78
34827,Private Job,29812.58
82794,Private Job,35199.05
72733,Self-Employed,64865.24
44327,Private Job,44188.75
41523,Private Job,40733.23
49503,Private Job,25310.77
24448,Self-Employed,76475.32
97057,Self-Employed,41579.61
91298,Private Job,43736.19
33058,Government Job,85631.68
71369,Private Job,104185.64
95859,Private Job,54196.59
53599,Self-Employed,57750.34
11257,Private Job,28595.91
76341,Private Job,55983.39
24829,Private Job,50975.32
55699,Private Job,78078.84
48917,Private Job,56895.74
38762,Private Job,78020.57
53810,Private Job,71043.55
26962,Private Job,25769.91
62050,Private Job,84355.36
61023,Private Job,10041.22
39538,Government Job,29466.69
43918,Private Job,27134.59
12518,Self-Employed,43917.0
75208,Self-Employed,50878.09
99987,Private Job,38621.1
26747,Private Job,55328.85
79745,Private Job,84043.87
20611,Private Job,178304.15
69062,Private Job,58882.78
67512,Private Job,31817.86
63923,Private Job,80624.99
64014,Self-Employed,792091.87
59006,Self-Employed,31710.7
23375,Private Job,52906.75
89084,Private Job,53165.46
45002,Private Job,69420.55
22830,Private Job,66461.39
49985,Government Job,62604.85
86355,Government Job,63829.39
88625,Private Job,71390.14
99759,Private Job,35507.21
11256,Private Job,133460.26
39509,Self-Employed,84557.97
87833,Private Job,58283.49
83442,Private Job,69011.86
91487,Government Job,60312.32
72521,Government Job,78400.41
14028,Self-Employed,60821.71
66557,Private Job,30833.22
36461,Private Job,78296.53
34249,Private Job,31243.02
53605,Self-Employed,56818.44
22692,Government Job,37311.64
54582,Self-Employed,32379.28
41249,Private Job,32456.94
31685,Government Job,77818.61
96406,Private Job,46094.07
61989,Private Job,46531.61
67179,Private Job,66800.38
40640,Private Job,75736.6
51676,Private Job,74985.77
55661,Self-Employed,64509.86
12927,Government Job,68784.38
70473,Private Job,62566.01
36282,Private Job,75742.48
10326,Private Job,46022.11
91416,Private Job,39520.2
63197,Private Job,36995.82
74245,Self-Employed,61819.31
25541,Private Job,39461.57
61110,Self-Employed,32928.13
78699,Government Job,83834.21
90864,Private Job,48060.6
41398,Private Job,79539.73
53595,Government Job,67969.51
83403,Private Job,46255.24
84332,Self-Employed,33668.58
10365,Government Job,76335.56
51473,Private Job,79387.23
32924,Self-Employed,36146.59
38416,Private Job,63337.2
20132,Self-Employed,59335.62
80923,Private Job,81628.78
56291,Government Job,64507.14
81228,Private Job,41512.08
64853,Government Job,68656.13
57521,Private Job,57207.84
83417,Private Job,46184.84
97494,Private Job,62067.87
79408,Self-Employed,83700.35
81701,Private Job,74863.35
66978,Private Job,70287.83
68242,Self-Employed,29657.36
58913,Self-Employed,32371.61
47894,Private Job,62350.71
84903,Self-Employed,26934.36
88451,Private Job,64197.17
12508,Government Job,43417.78
13795,Government Job,34817.92
64344,Private Job,27816.78
84107,Private Job,37903.3
17513,Private Job,67450.35
82757,Private Job,52419.57
61634,Self-Employed,26998.92
46844,Private Job,29214.3
13723,Self-Employed,60603.01
59722,Private Job,76071.24
29848,Self-Employed,61361.01
62565,Government Job,48492.11
48132,Self-Employed,51623.93
19712,Private Job,49396.95
28602,Private Job,79707.85
28360,Private Job,34315.08
61130,Private Job,48279.22
93799,Private Job,43804.64
99456,Government Job,60940.82
75512,Private Job,67217.67
46332,Private Job,56560.91
26669,Private Job,85479.05
53222,Private Job,40506.59
94738,Private Job,26129.34
66266,Government Job,69131.75
63831,Private Job,39932.78
32348,Government Job,84209.68
40598,Private Job,74020.43
96872,Self-Employed,106759.14
91042,Private Job,63192.9
10053,Self-Employed,67966.01
78158,Private Job,540.88
99029,Private Job,1979716.57
53566,Private Job,73780.88
53186,Self-Employed,66749.32
53772,Government Job,44159.26
89660,Private Job,55886.63
45149,Private Job,44167.89
45360,Private Job,67864.93
35329,Private Job,25508.4
21505,Private Job,48521.78
81023,Private Job,34672.21
78271,Self-Employed,82912.54
95785,Self-Employed,68874.69
93143,Private Job,55710.08
65159,Private Job,39771.24
52247,Private Job,26173.03
23250,Private Job,71099.0
27960,Private Job,55275.06
16513,Private Job,30461.01
31854,Self-Employed,122059.61
59189,Self-Employed,60078.49
70431,Private Job,27440.8
81438,Private Job,51424.87
74500,Self-Employed,51828.09
30481,Self-Employed,77683.0
76286,Private Job,85228.63
55305,Government Job,33784.71
67448,Private Job,67826.16
10398,Private Job,78172.85
83192,Private Job,51235.45
57740,Self-Employed,44922.33
91831,Private Job,26220.47
46082,Private Job,59370.82
40848,Government Job,36008.08
68607,Government Job,29533.4
51009,Self-Employed,25248.79
74806,Private Job,83619.66
73149,Self-Employed,77339.6
54070,Private Job,83698.31
50152,Private Job,82445.86
81852,Private Job,63142.17
44479,Private Job,61975.54
52798,Private Job,76673.77
10911,Self-Employed,8577.9
10802,Private Job,82740.35
95101,Private Job,60951.87
64922,Private Job,32313.68
63594,Private Job,14062.93
91876,Private Job,33027.82
68524,Self-Employed,65255.25
74156,Government Job,29927.28
23864,Self-Employed,62312.79
92126,Private Job,83797.57
97541,Private Job,127938.48
70984,Private Job,25201.52
61487,Government Job,36330.56
59512,Private Job,82617.36
34751,Private Job,54819.96
98751,Private Job,42496.63
84578,Private Job,40177.8
12574,Private Job,77698.7
41590,Private Job,51203.48
98218,Government Job,63775.92
35528,Self-Employed,43905.89
89912,Private Job,58245.71
17912,Private Job,73557.35
60853,Self-Employed,45652.52
93275,Private Job,49268.31
23636,Private Job,52041.31
26624,Self-Employed,61534.44
33319,Private Job,43559.08
37451,Private Job,52188.78
99421,Private Job,58419.78
41009,Private Job,46631.0
29890,Private Job,25429.47
88100,Private Job,41463.25
39868,Private Job,74772.39
39618,Private Job,42291.15
42367,Private Job,75162.92
60936,Private Job,49949.2
49096,Private Job,77842.62
40812,Private Job,47900.38
59351,Private Job,42835.79
73490,Private Job,39493.94
71959,Private Job,43463.29
99406,Private Job,37097.56
71721,Private Job,70783.15
40670,Private Job,84891.89
88755,Self-Employed,49230.6
13536,Private Job,45327.01
88488,Private Job,63892.09
58108,Private Job,51257.76
42738,Government Job,27932.91
62710,Private Job,46005.7
17259,Private Job,73809.84
43950,Private Job,29188.95
60567,Private Job,40779.57
82951,Self-Employed,84465.45
16310,Self-Employed,42269.02
43571,Private Job,130293.02
29085,Private Job,76942.5
40160,Self-Employed,79847.59
44291,Private Job,66591.53
69000,Private Job,53937.76
77716,Government Job,83287.03
20421,Private Job,83773.68
73097,Self-Employed,63808.61
61445,Private Job,70476.56
34501,Private Job,78720.62
92913,Private Job,31536.74
73543,Self-Employed,59476.49
93022,Private Job,77677.02
29922,Private Job,80701.57
41837,Self-Employed,85978.04
73913,Private Job,69705.87
34526,Private Job,37758.97
58537,Private Job,63693.6
10542,Private Job,127185.46
56688,Private Job,85360.76
89402,Private Job,60842.97
45534,Government Job,48524.62
16466,Private Job,41551.92
13401,Government Job,46292.72
57186,Private Job,69897.73
12621,Self-Employed,37835.72
29573,Private Job,64092.8
97941,Private Job,63241.59
13170,Private Job,41108.67
28784,Private Job,55760.56
69816,Private Job,424301.41
60434,Private Job,77853.4
67972,Private Job,73512.85
76041,Private Job,60755.14
43716,Private Job,65701.6
10548,Government Job,27137.42
16390,Government Job,30445.1
87012,Private Job,47862.02
96279,Private Job,48404.16
35926,Private Job,43170.39
37036,Self-Employed,64686.32
32089,Self-Employed,62025.82
14945,Private Job,66757.24
31519,Private Job,39091.67
69804,Private Job,25165.2
93290,Private Job,84000.46
64640,Private Job,72127.09
48103,Private Job,52876.87
37658,Private Job,27669.25
82701,Private Job,37146.85
15835,Self-Employed,28230.52
94129,Private Job,54109.22
49086,Private Job,38247.14
75418,Private Job,57852.37
92364,Private Job,28783.69
54768,Self-Employed,68360.66
97506,Private Job,31142.47
48157,Private Job,43876.49
41393,Private Job,64356.78
95746,Private Job,31562.89
72682,Government Job,84690.96
82085,Private Job,36664.88
32171,Private Job,160125.47
23323,Private Job,27202.69
52037,Private Job,2319511.78
45494,Private Job,65781.86
90881,Private Job,48273.89
12152,Private Job,84008.18
70902,Government Job,30325.13
13813,Private Job,46657.38
53505,Private Job,61193.9
43801,Private Job,58201.98
37507,Private Job,54773.32
64673,Private Job,48416.23
37527,Private Job,75917.23
64429,Private Job,33422.76
87660,Self-Employed,55587.76
28623,Private Job,59919.27
57371,Government Job,78970.0
33859,Self-Employed,42230.42
41015,Self-Employed,41700.56
81305,Private Job,74402.59
98805,Self-Employed,41888.75
22826,Self-Employed,28286.65
31870,Private Job,119724.25
27631,Private Job,56861.7
22562,Private Job,71301.37
42584,Private Job,34362.12
51793,Private Job,4465006.42
51742,Private Job,71483.74
81607,Government Job,141700.74
91560,Private Job,46625.52
72251,Self-Employed,82858.57
15662,Private Job,30308.26
60326,Private Job,44233.05
20434,Private Job,37818.58
84652,Private Job,79710.04
12660,Government Job,42033.23
42123,Private Job,41203.61
28685,Private Job,67986.29
28635,Self-Employed,82894.61
64204,Private Job,61004.09
27203,Self-Employed,82456.54
47026,Private Job,65139.76
86433,Private Job,37025.29
10688,Private Job,70417.78
96227,Self-Employed,43083.07
52168,Private Job,43837.43
85382,Self-Employed,74336.97
